Region,Area,Ethnicity,Population,Male,Female,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85_
Auckland,Kaipara Hills,Maori,363,0.510670732,0.489329268,0.058015267,0.087022901,0.091603053,0.065648855,0.033587786,0.045801527,0.048854962,0.053435115,0.070229008,0.103816794,0.097709924,0.082442748,0.058015267,0.047328244,0.024427481,0.019847328,0.007633588,0.004580153
Auckland,Kaipara Hills,Pacific Peoples,33,0.510670732,0.489329268,0.058015267,0.087022901,0.091603053,0.065648855,0.033587786,0.045801527,0.048854962,0.053435115,0.070229008,0.103816794,0.097709924,0.082442748,0.058015267,0.047328244,0.024427481,0.019847328,0.007633588,0.004580153
Auckland,Kaipara Hills,Asian,57,0.510670732,0.489329268,0.058015267,0.087022901,0.091603053,0.065648855,0.033587786,0.045801527,0.048854962,0.053435115,0.070229008,0.103816794,0.097709924,0.082442748,0.058015267,0.047328244,0.024427481,0.019847328,0.007633588,0.004580153
Auckland,Kaipara Hills,Middle Eastern / Latin American / African,3,0.510670732,0.489329268,0.058015267,0.087022901,0.091603053,0.065648855,0.033587786,0.045801527,0.048854962,0.053435115,0.070229008,0.103816794,0.097709924,0.082442748,0.058015267,0.047328244,0.024427481,0.019847328,0.007633588,0.004580153
Auckland,Kaipara Hills,Other Ethnicity,33,0.510670732,0.489329268,0.058015267,0.087022901,0.091603053,0.065648855,0.033587786,0.045801527,0.048854962,0.053435115,0.070229008,0.103816794,0.097709924,0.082442748,0.058015267,0.047328244,0.024427481,0.019847328,0.007633588,0.004580153
Auckland,Dome Valley-Matakana,European,1434,0.496078431,0.503921569,0.055335968,0.065217391,0.079051383,0.057312253,0.033596838,0.029644269,0.031620553,0.051383399,0.065217391,0.083003953,0.083003953,0.088932806,0.07312253,0.083003953,0.065217391,0.033596838,0.013833992,0.007905138
Auckland,Dome Valley-Matakana,Maori,129,0.496078431,0.503921569,0.055335968,0.065217391,0.079051383,0.057312253,0.033596838,0.029644269,0.031620553,0.051383399,0.065217391,0.083003953,0.083003953,0.088932806,0.07312253,0.083003953,0.065217391,0.033596838,0.013833992,0.007905138
Auckland,Dome Valley-Matakana,Pacific Peoples,27,0.496078431,0.503921569,0.055335968,0.065217391,0.079051383,0.057312253,0.033596838,0.029644269,0.031620553,0.051383399,0.065217391,0.083003953,0.083003953,0.088932806,0.07312253,0.083003953,0.065217391,0.033596838,0.013833992,0.007905138
Auckland,Dome Valley-Matakana,Asian,60,0.496078431,0.503921569,0.055335968,0.065217391,0.079051383,0.057312253,0.033596838,0.029644269,0.031620553,0.051383399,0.065217391,0.083003953,0.083003953,0.088932806,0.07312253,0.083003953,0.065217391,0.033596838,0.013833992,0.007905138
Auckland,Dome Valley-Matakana,Middle Eastern / Latin American / African,12,0.496078431,0.503921569,0.055335968,0.065217391,0.079051383,0.057312253,0.033596838,0.029644269,0.031620553,0.051383399,0.065217391,0.083003953,0.083003953,0.088932806,0.07312253,0.083003953,0.065217391,0.033596838,0.013833992,0.007905138
Auckland,Dome Valley-Matakana,Other Ethnicity,15,0.496078431,0.503921569,0.055335968,0.065217391,0.079051383,0.057312253,0.033596838,0.029644269,0.031620553,0.051383399,0.065217391,0.083003953,0.083003953,0.088932806,0.07312253,0.083003953,0.065217391,0.033596838,0.013833992,0.007905138
Auckland,Warkworth West,European,2241,0.478839178,0.521160822,0.054413543,0.060459492,0.056831923,0.059250302,0.037484885,0.050785973,0.042321644,0.047158404,0.053204353,0.064087062,0.060459492,0.048367594,0.043530834,0.055622733,0.070133011,0.07376058,0.050785973,0.071342201
Auckland,Warkworth West,Maori,237,0.478839178,0.521160822,0.054413543,0.060459492,0.056831923,0.059250302,0.037484885,0.050785973,0.042321644,0.047158404,0.053204353,0.064087062,0.060459492,0.048367594,0.043530834,0.055622733,0.070133011,0.07376058,0.050785973,0.071342201
Auckland,Warkworth West,Pacific Peoples,132,0.478839178,0.521160822,0.054413543,0.060459492,0.056831923,0.059250302,0.037484885,0.050785973,0.042321644,0.047158404,0.053204353,0.064087062,0.060459492,0.048367594,0.043530834,0.055622733,0.070133011,0.07376058,0.050785973,0.071342201
Auckland,Warkworth West,Asian,84,0.478839178,0.521160822,0.054413543,0.060459492,0.056831923,0.059250302,0.037484885,0.050785973,0.042321644,0.047158404,0.053204353,0.064087062,0.060459492,0.048367594,0.043530834,0.055622733,0.070133011,0.07376058,0.050785973,0.071342201
Auckland,Warkworth West,Middle Eastern / Latin American / African,12,0.478839178,0.521160822,0.054413543,0.060459492,0.056831923,0.059250302,0.037484885,0.050785973,0.042321644,0.047158404,0.053204353,0.064087062,0.060459492,0.048367594,0.043530834,0.055622733,0.070133011,0.07376058,0.050785973,0.071342201
Auckland,Warkworth West,Other Ethnicity,18,0.478839178,0.521160822,0.054413543,0.060459492,0.056831923,0.059250302,0.037484885,0.050785973,0.042321644,0.047158404,0.053204353,0.064087062,0.060459492,0.048367594,0.043530834,0.055622733,0.070133011,0.07376058,0.050785973,0.071342201
Auckland,Puhoi Valley,European,3447,0.491896272,0.508103728,0.057489879,0.062348178,0.076923077,0.067206478,0.04534413,0.04291498,0.046963563,0.046963563,0.059109312,0.089068826,0.097165992,0.094736842,0.064777328,0.053441296,0.047773279,0.025101215,0.015384615,0.007287449
Auckland,Puhoi Valley,Maori,261,0.491896272,0.508103728,0.057489879,0.062348178,0.076923077,0.067206478,0.04534413,0.04291498,0.046963563,0.046963563,0.059109312,0.089068826,0.097165992,0.094736842,0.064777328,0.053441296,0.047773279,0.025101215,0.015384615,0.007287449
Auckland,Puhoi Valley,Pacific Peoples,90,0.491896272,0.508103728,0.057489879,0.062348178,0.076923077,0.067206478,0.04534413,0.04291498,0.046963563,0.046963563,0.059109312,0.089068826,0.097165992,0.094736842,0.064777328,0.053441296,0.047773279,0.025101215,0.015384615,0.007287449
Auckland,Puhoi Valley,Asian,105,0.491896272,0.508103728,0.057489879,0.062348178,0.076923077,0.067206478,0.04534413,0.04291498,0.046963563,0.046963563,0.059109312,0.089068826,0.097165992,0.094736842,0.064777328,0.053441296,0.047773279,0.025101215,0.015384615,0.007287449
Auckland,Puhoi Valley,Middle Eastern / Latin American / African,24,0.491896272,0.508103728,0.057489879,0.062348178,0.076923077,0.067206478,0.04534413,0.04291498,0.046963563,0.046963563,0.059109312,0.089068826,0.097165992,0.094736842,0.064777328,0.053441296,0.047773279,0.025101215,0.015384615,0.007287449
Auckland,Puhoi Valley,Other Ethnicity,72,0.491896272,0.508103728,0.057489879,0.062348178,0.076923077,0.067206478,0.04534413,0.04291498,0.046963563,0.046963563,0.059109312,0.089068826,0.097165992,0.094736842,0.064777328,0.053441296,0.047773279,0.025101215,0.015384615,0.007287449
Auckland,Warkworth East,European,2592,0.489855072,0.510144928,0.058994197,0.065764023,0.060928433,0.057059961,0.049323017,0.060928433,0.050290135,0.065764023,0.060928433,0.062862669,0.061895551,0.055125725,0.048355899,0.062862669,0.069632495,0.052224371,0.028046422,0.02901354
Auckland,Warkworth East,Maori,285,0.489855072,0.510144928,0.058994197,0.065764023,0.060928433,0.057059961,0.049323017,0.060928433,0.050290135,0.065764023,0.060928433,0.062862669,0.061895551,0.055125725,0.048355899,0.062862669,0.069632495,0.052224371,0.028046422,0.02901354
Auckland,Warkworth East,Pacific Peoples,240,0.489855072,0.510144928,0.058994197,0.065764023,0.060928433,0.057059961,0.049323017,0.060928433,0.050290135,0.065764023,0.060928433,0.062862669,0.061895551,0.055125725,0.048355899,0.062862669,0.069632495,0.052224371,0.028046422,0.02901354
Auckland,Warkworth East,Asian,231,0.489855072,0.510144928,0.058994197,0.065764023,0.060928433,0.057059961,0.049323017,0.060928433,0.050290135,0.065764023,0.060928433,0.062862669,0.061895551,0.055125725,0.048355899,0.062862669,0.069632495,0.052224371,0.028046422,0.02901354
Auckland,Warkworth East,Middle Eastern / Latin American / African,30,0.489855072,0.510144928,0.058994197,0.065764023,0.060928433,0.057059961,0.049323017,0.060928433,0.050290135,0.065764023,0.060928433,0.062862669,0.061895551,0.055125725,0.048355899,0.062862669,0.069632495,0.052224371,0.028046422,0.02901354
Auckland,Warkworth East,Other Ethnicity,42,0.489855072,0.510144928,0.058994197,0.065764023,0.060928433,0.057059961,0.049323017,0.060928433,0.050290135,0.065764023,0.060928433,0.062862669,0.061895551,0.055125725,0.048355899,0.062862669,0.069632495,0.052224371,0.028046422,0.02901354
Auckland,Sandspit,European,924,0.501547988,0.498452012,0.02484472,0.046583851,0.052795031,0.046583851,0.034161491,0.037267081,0.027950311,0.031055901,0.043478261,0.077639752,0.080745342,0.090062112,0.090062112,0.105590062,0.096273292,0.062111801,0.031055901,0.02173913
Auckland,Sandspit,Maori,33,0.501547988,0.498452012,0.02484472,0.046583851,0.052795031,0.046583851,0.034161491,0.037267081,0.027950311,0.031055901,0.043478261,0.077639752,0.080745342,0.090062112,0.090062112,0.105590062,0.096273292,0.062111801,0.031055901,0.02173913
Auckland,Sandspit,Pacific Peoples,21,0.501547988,0.498452012,0.02484472,0.046583851,0.052795031,0.046583851,0.034161491,0.037267081,0.027950311,0.031055901,0.043478261,0.077639752,0.080745342,0.090062112,0.090062112,0.105590062,0.096273292,0.062111801,0.031055901,0.02173913
Auckland,Sandspit,Asian,12,0.501547988,0.498452012,0.02484472,0.046583851,0.052795031,0.046583851,0.034161491,0.037267081,0.027950311,0.031055901,0.043478261,0.077639752,0.080745342,0.090062112,0.090062112,0.105590062,0.096273292,0.062111801,0.031055901,0.02173913
Auckland,Sandspit,Middle Eastern / Latin American / African,3,0.501547988,0.498452012,0.02484472,0.046583851,0.052795031,0.046583851,0.034161491,0.037267081,0.027950311,0.031055901,0.043478261,0.077639752,0.080745342,0.090062112,0.090062112,0.105590062,0.096273292,0.062111801,0.031055901,0.02173913
Auckland,Sandspit,Other Ethnicity,18,0.501547988,0.498452012,0.02484472,0.046583851,0.052795031,0.046583851,0.034161491,0.037267081,0.027950311,0.031055901,0.043478261,0.077639752,0.080745342,0.090062112,0.090062112,0.105590062,0.096273292,0.062111801,0.031055901,0.02173913
Auckland,Tawharanui Peninsula,European,1866,0.49235474,0.50764526,0.036641221,0.05648855,0.047328244,0.036641221,0.027480916,0.030534351,0.030534351,0.035114504,0.059541985,0.064122137,0.07480916,0.093129771,0.112977099,0.120610687,0.100763359,0.051908397,0.01221374,0.009160305
Auckland,Tawharanui Peninsula,Maori,129,0.49235474,0.50764526,0.036641221,0.05648855,0.047328244,0.036641221,0.027480916,0.030534351,0.030534351,0.035114504,0.059541985,0.064122137,0.07480916,0.093129771,0.112977099,0.120610687,0.100763359,0.051908397,0.01221374,0.009160305
Auckland,Tawharanui Peninsula,Pacific Peoples,39,0.49235474,0.50764526,0.036641221,0.05648855,0.047328244,0.036641221,0.027480916,0.030534351,0.030534351,0.035114504,0.059541985,0.064122137,0.07480916,0.093129771,0.112977099,0.120610687,0.100763359,0.051908397,0.01221374,0.009160305
Auckland,Tawharanui Peninsula,Asian,30,0.49235474,0.50764526,0.036641221,0.05648855,0.047328244,0.036641221,0.027480916,0.030534351,0.030534351,0.035114504,0.059541985,0.064122137,0.07480916,0.093129771,0.112977099,0.120610687,0.100763359,0.051908397,0.01221374,0.009160305
Auckland,Tawharanui Peninsula,Middle Eastern / Latin American / African,9,0.49235474,0.50764526,0.036641221,0.05648855,0.047328244,0.036641221,0.027480916,0.030534351,0.030534351,0.035114504,0.059541985,0.064122137,0.07480916,0.093129771,0.112977099,0.120610687,0.100763359,0.051908397,0.01221374,0.009160305
Auckland,Tawharanui Peninsula,Other Ethnicity,18,0.49235474,0.50764526,0.036641221,0.05648855,0.047328244,0.036641221,0.027480916,0.030534351,0.030534351,0.035114504,0.059541985,0.064122137,0.07480916,0.093129771,0.112977099,0.120610687,0.100763359,0.051908397,0.01221374,0.009160305
Auckland,Te Kuru,European,2319,0.496376812,0.503623188,0.066505441,0.085852479,0.07496977,0.072551391,0.039903265,0.054413543,0.059250302,0.068923821,0.068923821,0.101571947,0.081015719,0.072551391,0.053204353,0.039903265,0.026602177,0.021765417,0.007255139,0.004836759
Auckland,Te Kuru,Maori,279,0.496376812,0.503623188,0.066505441,0.085852479,0.07496977,0.072551391,0.039903265,0.054413543,0.059250302,0.068923821,0.068923821,0.101571947,0.081015719,0.072551391,0.053204353,0.039903265,0.026602177,0.021765417,0.007255139,0.004836759
Auckland,Te Kuru,Pacific Peoples,60,0.496376812,0.503623188,0.066505441,0.085852479,0.07496977,0.072551391,0.039903265,0.054413543,0.059250302,0.068923821,0.068923821,0.101571947,0.081015719,0.072551391,0.053204353,0.039903265,0.026602177,0.021765417,0.007255139,0.004836759
Auckland,Te Kuru,Asian,66,0.496376812,0.503623188,0.066505441,0.085852479,0.07496977,0.072551391,0.039903265,0.054413543,0.059250302,0.068923821,0.068923821,0.101571947,0.081015719,0.072551391,0.053204353,0.039903265,0.026602177,0.021765417,0.007255139,0.004836759
Auckland,Te Kuru,Middle Eastern / Latin American / African,18,0.496376812,0.503623188,0.066505441,0.085852479,0.07496977,0.072551391,0.039903265,0.054413543,0.059250302,0.068923821,0.068923821,0.101571947,0.081015719,0.072551391,0.053204353,0.039903265,0.026602177,0.021765417,0.007255139,0.004836759
Auckland,Te Kuru,Other Ethnicity,39,0.496376812,0.503623188,0.066505441,0.085852479,0.07496977,0.072551391,0.039903265,0.054413543,0.059250302,0.068923821,0.068923821,0.101571947,0.081015719,0.072551391,0.053204353,0.039903265,0.026602177,0.021765417,0.007255139,0.004836759
Auckland,Snells Beach,European,3090,0.486772487,0.513227513,0.054625551,0.062555066,0.060792952,0.047577093,0.037004405,0.043171806,0.054625551,0.051982379,0.053744493,0.059030837,0.055506608,0.065198238,0.064317181,0.085462555,0.088105727,0.056387665,0.036123348,0.023788546
Auckland,Snells Beach,Maori,366,0.486772487,0.513227513,0.054625551,0.062555066,0.060792952,0.047577093,0.037004405,0.043171806,0.054625551,0.051982379,0.053744493,0.059030837,0.055506608,0.065198238,0.064317181,0.085462555,0.088105727,0.056387665,0.036123348,0.023788546
Auckland,Snells Beach,Pacific Peoples,171,0.486772487,0.513227513,0.054625551,0.062555066,0.060792952,0.047577093,0.037004405,0.043171806,0.054625551,0.051982379,0.053744493,0.059030837,0.055506608,0.065198238,0.064317181,0.085462555,0.088105727,0.056387665,0.036123348,0.023788546
Auckland,Snells Beach,Asian,111,0.486772487,0.513227513,0.054625551,0.062555066,0.060792952,0.047577093,0.037004405,0.043171806,0.054625551,0.051982379,0.053744493,0.059030837,0.055506608,0.065198238,0.064317181,0.085462555,0.088105727,0.056387665,0.036123348,0.023788546
Auckland,Snells Beach,Middle Eastern / Latin American / African,30,0.486772487,0.513227513,0.054625551,0.062555066,0.060792952,0.047577093,0.037004405,0.043171806,0.054625551,0.051982379,0.053744493,0.059030837,0.055506608,0.065198238,0.064317181,0.085462555,0.088105727,0.056387665,0.036123348,0.023788546
Auckland,Snells Beach,Other Ethnicity,36,0.486772487,0.513227513,0.054625551,0.062555066,0.060792952,0.047577093,0.037004405,0.043171806,0.054625551,0.051982379,0.053744493,0.059030837,0.055506608,0.065198238,0.064317181,0.085462555,0.088105727,0.056387665,0.036123348,0.023788546
Auckland,Barrier Islands,European,849,0.538709677,0.461290323,0.055016181,0.048543689,0.042071197,0.029126214,0.025889968,0.042071197,0.042071197,0.048543689,0.055016181,0.071197411,0.067961165,0.116504854,0.110032362,0.097087379,0.061488673,0.048543689,0.025889968,0.012944984
Auckland,Barrier Islands,Maori,192,0.538709677,0.461290323,0.055016181,0.048543689,0.042071197,0.029126214,0.025889968,0.042071197,0.042071197,0.048543689,0.055016181,0.071197411,0.067961165,0.116504854,0.110032362,0.097087379,0.061488673,0.048543689,0.025889968,0.012944984
Auckland,Barrier Islands,Pacific Peoples,24,0.538709677,0.461290323,0.055016181,0.048543689,0.042071197,0.029126214,0.025889968,0.042071197,0.042071197,0.048543689,0.055016181,0.071197411,0.067961165,0.116504854,0.110032362,0.097087379,0.061488673,0.048543689,0.025889968,0.012944984
Auckland,Barrier Islands,Asian,12,0.538709677,0.461290323,0.055016181,0.048543689,0.042071197,0.029126214,0.025889968,0.042071197,0.042071197,0.048543689,0.055016181,0.071197411,0.067961165,0.116504854,0.110032362,0.097087379,0.061488673,0.048543689,0.025889968,0.012944984
Auckland,Barrier Islands,Middle Eastern / Latin American / African,0,0.538709677,0.461290323,0.055016181,0.048543689,0.042071197,0.029126214,0.025889968,0.042071197,0.042071197,0.048543689,0.055016181,0.071197411,0.067961165,0.116504854,0.110032362,0.097087379,0.061488673,0.048543689,0.025889968,0.012944984
Auckland,Barrier Islands,Other Ethnicity,18,0.538709677,0.461290323,0.055016181,0.048543689,0.042071197,0.029126214,0.025889968,0.042071197,0.042071197,0.048543689,0.055016181,0.071197411,0.067961165,0.116504854,0.110032362,0.097087379,0.061488673,0.048543689,0.025889968,0.012944984
Auckland,Algies Bay-Scotts Landing,European,1107,0.475949367,0.524050633,0.038167939,0.040712468,0.03562341,0.038167939,0.022900763,0.022900763,0.040712468,0.027989822,0.040712468,0.061068702,0.050890585,0.076335878,0.099236641,0.114503817,0.106870229,0.066157761,0.043256997,0.073791349
Auckland,Algies Bay-Scotts Landing,Maori,75,0.475949367,0.524050633,0.038167939,0.040712468,0.03562341,0.038167939,0.022900763,0.022900763,0.040712468,0.027989822,0.040712468,0.061068702,0.050890585,0.076335878,0.099236641,0.114503817,0.106870229,0.066157761,0.043256997,0.073791349
Auckland,Algies Bay-Scotts Landing,Pacific Peoples,24,0.475949367,0.524050633,0.038167939,0.040712468,0.03562341,0.038167939,0.022900763,0.022900763,0.040712468,0.027989822,0.040712468,0.061068702,0.050890585,0.076335878,0.099236641,0.114503817,0.106870229,0.066157761,0.043256997,0.073791349
Auckland,Algies Bay-Scotts Landing,Asian,51,0.475949367,0.524050633,0.038167939,0.040712468,0.03562341,0.038167939,0.022900763,0.022900763,0.040712468,0.027989822,0.040712468,0.061068702,0.050890585,0.076335878,0.099236641,0.114503817,0.106870229,0.066157761,0.043256997,0.073791349
Auckland,Algies Bay-Scotts Landing,Middle Eastern / Latin American / African,3,0.475949367,0.524050633,0.038167939,0.040712468,0.03562341,0.038167939,0.022900763,0.022900763,0.040712468,0.027989822,0.040712468,0.061068702,0.050890585,0.076335878,0.099236641,0.114503817,0.106870229,0.066157761,0.043256997,0.073791349
Auckland,Algies Bay-Scotts Landing,Other Ethnicity,15,0.475949367,0.524050633,0.038167939,0.040712468,0.03562341,0.038167939,0.022900763,0.022900763,0.040712468,0.027989822,0.040712468,0.061068702,0.050890585,0.076335878,0.099236641,0.114503817,0.106870229,0.066157761,0.043256997,0.073791349
Auckland,Wainui-Waiwera,European,1557,0.498207885,0.501792115,0.037634409,0.059139785,0.077060932,0.062724014,0.059139785,0.041218638,0.041218638,0.053763441,0.05734767,0.082437276,0.080645161,0.100358423,0.073476703,0.062724014,0.046594982,0.034050179,0.014336918,0.016129032
Auckland,Wainui-Waiwera,Maori,150,0.498207885,0.501792115,0.037634409,0.059139785,0.077060932,0.062724014,0.059139785,0.041218638,0.041218638,0.053763441,0.05734767,0.082437276,0.080645161,0.100358423,0.073476703,0.062724014,0.046594982,0.034050179,0.014336918,0.016129032
Auckland,Wainui-Waiwera,Pacific Peoples,33,0.498207885,0.501792115,0.037634409,0.059139785,0.077060932,0.062724014,0.059139785,0.041218638,0.041218638,0.053763441,0.05734767,0.082437276,0.080645161,0.100358423,0.073476703,0.062724014,0.046594982,0.034050179,0.014336918,0.016129032
Auckland,Wainui-Waiwera,Asian,63,0.498207885,0.501792115,0.037634409,0.059139785,0.077060932,0.062724014,0.059139785,0.041218638,0.041218638,0.053763441,0.05734767,0.082437276,0.080645161,0.100358423,0.073476703,0.062724014,0.046594982,0.034050179,0.014336918,0.016129032
Auckland,Wainui-Waiwera,Middle Eastern / Latin American / African,15,0.498207885,0.501792115,0.037634409,0.059139785,0.077060932,0.062724014,0.059139785,0.041218638,0.041218638,0.053763441,0.05734767,0.082437276,0.080645161,0.100358423,0.073476703,0.062724014,0.046594982,0.034050179,0.014336918,0.016129032
Auckland,Wainui-Waiwera,Other Ethnicity,9,0.498207885,0.501792115,0.037634409,0.059139785,0.077060932,0.062724014,0.059139785,0.041218638,0.041218638,0.053763441,0.05734767,0.082437276,0.080645161,0.100358423,0.073476703,0.062724014,0.046594982,0.034050179,0.014336918,0.016129032
